fire_id,fire_year,fire_zone,buffer_dist,spring_year,sdd_doy,sdd_max_doy,n_fall_hotspots,n_spring_hotspots,n_spring_near_perim,has_fall_hotspots,has_spring_hotspots,has_spring_near_perim,overwintered,linked_perim_id,first_spring_dist_to_perim,last_fall_date,last_fall_lat,last_fall_lon,first_spring_date,first_spring_lat,first_spring_lon,dormancy_days,days_after_sdd,exclusion_reason,flag_near_lightning,flag_near_infrastructure,lightning_date,lightning_days_before,linked_perim_cause
2023_G80220,2023,Fort St. John Fire Zone,2000,2024,84.94072447859494,134.94072447859494,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G80223,2023,Fort St. John Fire Zone,2000,2024,100.64544138929088,150.64544138929088,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G80227,2023,Fort St. John Fire Zone,2000,2024,82.75454545454545,132.75454545454545,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G80245,2023,Fort St. John Fire Zone,2000,2024,87.12711864406779,137.1271186440678,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G80280,2023,both,2000,2024,144.98546395858224,194.98546395858224,7596,17,1,True,True,True,True,2024_G80262,0.0,2023-12-14,57.10903,-121.83142,2024-07-11,57.27762,-121.54882,210.0,48.014536041417756,,False,,2024-05-15 21:00:00,56.0,Lightning
2023_G80291,2023,Fort St. John Fire Zone,2000,2024,112.37291778613648,162.3729177861365,458,9,0,True,True,False,False,,,2023-10-13,56.58323,-121.25278,,,,,,,,,,,
2023_G80561,2023,Fort St. John Fire Zone,2000,2024,29.892156862745097,79.8921568627451,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G80641,2023,Fort St. John Fire Zone,2000,2024,118.66666666666667,168.66666666666669,0,3,0,False,True,False,False,,,,,,,,,,,,,,,,
2023_G80839,2023,Fort St. John Fire Zone,2000,2024,105.965,155.965,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G80864,2023,Fort St. John Fire Zone,2000,2024,100.01923076923077,150.01923076923077,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G80867,2023,Fort St. John Fire Zone,2000,2024,95.05263157894737,145.05263157894737,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G80875,2023,Fort St. John Fire Zone,2000,2024,113.29914781075522,163.29914781075522,247,0,0,True,False,False,False,,,2023-09-23,57.17545,-120.84833,,,,,,,,,,,
2023_G80913,2023,Fort St. John Fire Zone,2000,2024,60.84,110.84,1,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G81004,2023,Fort St. John Fire Zone,2000,2024,118.80392156862744,168.80392156862746,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G81492,2023,Fort St. John Fire Zone,2000,2024,114.56302521008404,164.56302521008405,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G81530,2023,Fort St. John Fire Zone,2000,2024,132.61974110032364,182.61974110032364,630,0,0,True,False,False,False,,,2023-09-23,57.44636,-120.13947,,,,,,,,,,,
2023_G81720,2023,Fort St. John Fire Zone,2000,2024,110.0701754385965,160.0701754385965,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G81730,2023,Fort St. John Fire Zone,2000,2024,89.63636363636364,139.63636363636363,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G81742,2023,Fort St. John Fire Zone,2000,2024,97.97,147.97,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G81934,2023,Fort St. John Fire Zone,2000,2024,97.29078014184397,147.29078014184398,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G82220,2023,Fort St. John Fire Zone,2000,2024,108.08653846153847,158.08653846153845,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G82494,2023,Fort St. John Fire Zone,2000,2024,103.7,153.7,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G82711,2023,Fort St. John Fire Zone,2000,2024,92.81818181818181,142.8181818181818,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G83130,2023,both,2000,2024,108.525,158.525,169,17,17,True,True,True,False,2024_G80270,0.0,2023-09-24,58.21033,-121.72032,2024-05-30,58.22757,-121.77472,249.0,42.474999999999994,lightning_strike,True,,2024-05-26 18:00:00,3.0,Lightning
2023_G90207,2023,Fort Nelson Fire Zone,2000,2024,130.80455681192564,180.80455681192564,914,1370,0,True,True,False,False,,,2023-11-02,59.31672,-123.25378,,,,,,,,,,,
2023_G90259,2023,Fort Nelson Fire Zone,2000,2024,165.08653846153845,215.08653846153845,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90266,2023,Fort Nelson Fire Zone,2000,2024,104.16107382550335,154.16107382550337,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90273,2023,both,2000,2024,149.81849315068493,199.81849315068493,444,21,21,True,True,True,True,2024_G80270,0.0,2023-09-23,58.01761,-121.84055,2024-05-30,58.1683,-121.75279,250.0,1.1815068493150704,,False,,2024-01-01 00:00:00,150.0,Lightning
2023_G90288,2023,Fort Nelson Fire Zone,2000,2024,128.15857824280658,178.15857824280658,7454,18,18,True,True,True,True,2024_G90228,0.0,2023-09-23,59.53164,-120.35718,2024-06-20,59.8162,-121.54797,271.0,43.841421757193416,,False,,2024-01-01 00:00:00,171.0,Lightning
2023_G90292,2023,Fort Nelson Fire Zone,2000,2024,151.5183673469388,201.5183673469388,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90565,2023,Fort Nelson Fire Zone,2000,2024,129.6315789473684,179.6315789473684,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90628,2023,both,2000,2024,115.37603476821192,165.37603476821192,17737,1,1,True,True,True,False,2024_G80286,0.0,2023-10-20,58.18569,-120.25383,2024-05-30,58.19497,-120.20246,223.0,35.62396523178808,lightning_strike,True,,2024-05-26 21:00:00,3.0,Lightning
2023_G90709,2023,Fort Nelson Fire Zone,2000,2024,138.43935693935694,188.43935693935694,0,1,0,False,True,False,False,,,,,,,,,,,,,,,,
2023_G90776,2023,Fort Nelson Fire Zone,2000,2024,193.18564356435644,243.18564356435644,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90810,2023,Fort Nelson Fire Zone,2000,2024,171.2008547008547,221.2008547008547,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90841,2023,Fort Nelson Fire Zone,2000,2024,142.80405405405406,192.80405405405406,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90949,2023,Fort Nelson Fire Zone,2000,2024,128.46153846153845,178.46153846153845,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90956,2023,Fort Nelson Fire Zone,2000,2024,133.00489130434784,183.00489130434784,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90980,2023,Fort Nelson Fire Zone,2000,2024,116.79230769230769,166.7923076923077,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G90981,2023,Fort Nelson Fire Zone,2000,2024,119.55852219807514,169.55852219807514,263,0,0,True,False,False,False,,,2023-09-22,59.07398,-127.57602,,,,,,,,,,,
2023_G91013,2023,Fort Nelson Fire Zone,2000,2024,139.66922234392115,189.66922234392115,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G91021,2023,Fort Nelson Fire Zone,2000,2024,188.56617647058823,238.56617647058823,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G91133,2023,Fort Nelson Fire Zone,2000,2024,140.87155963302752,190.87155963302752,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G91313,2023,Fort Nelson Fire Zone,2000,2024,125.91364800585437,175.91364800585438,11642,322,320,True,True,True,True,2024_G90228,0.0,2023-09-25,58.3854,-121.57749,2024-05-17,58.76271,-121.57191,235.0,12.08635199414563,,False,,2024-05-26 18:00:00,-10.0,Lightning
2023_G91355,2023,Fort Nelson Fire Zone,2000,2024,139.8647342995169,189.8647342995169,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G91359,2023,Fort Nelson Fire Zone,2000,2024,160.3125,210.3125,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G91467,2023,Fort Nelson Fire Zone,2000,2024,139.7258883248731,189.7258883248731,85,292,0,True,True,False,False,,,2023-09-23,59.25866,-122.14758,,,,,,,,,,,
2023_G91494,2023,Fort Nelson Fire Zone,2000,2024,112.88348348348349,162.88348348348347,850,23,23,True,True,True,True,2024_G90228,0.0,2023-09-10,59.75875,-121.36508,2024-05-15,59.74083,-121.3168,248.0,23.116516516516512,,False,,2024-05-21 21:00:00,-7.0,Lightning
2023_G91534,2023,Fort Nelson Fire Zone,2000,2024,145.76009548438432,195.76009548438432,4911,2695,2653,True,True,True,True,2024_G90399,0.0,2023-09-23,59.38056,-120.84712,2024-06-20,59.41383,-120.67761,271.0,26.239904515615677,,False,,2024-05-21 21:00:00,29.0,Lightning
2023_G91722,2023,Fort Nelson Fire Zone,2000,2024,131.39310344827587,181.39310344827587,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G91739,2023,Fort Nelson Fire Zone,2000,2024,131.6943626419857,181.6943626419857,7045,25,0,True,True,False,False,,,2023-10-20,59.3659,-123.12897,,,,,,,,,,,
2023_G91933,2023,Fort Nelson Fire Zone,2000,2024,118.58451816745655,168.58451816745657,6,0,0,True,False,False,False,,,2023-09-02,59.45876,-120.05203,,,,,,,,,,,
2023_G92039,2023,Fort Nelson Fire Zone,2000,2024,154.96026490066225,204.96026490066225,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G92093,2023,Fort Nelson Fire Zone,2000,2024,115.38461538461539,165.3846153846154,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G92498,2023,both,2000,2024,137.9409133792236,187.9409133792236,44641,1137,1060,True,True,True,True,2024_G90228,0.0,2023-10-20,58.95386,-120.98599,2024-05-20,58.73339,-120.86889,213.0,3.0590866207764122,,False,,2024-01-01 00:00:00,140.0,Lightning
2023_G92536,2023,Fort Nelson Fire Zone,2000,2024,141.34545454545454,191.34545454545454,0,192,192,False,True,True,False,2024_G90228,0.0,,,,2024-06-21,58.94625,-121.45141,,31.654545454545456,,,,,,Lightning
2023_G92572,2023,Fort Nelson Fire Zone,2000,2024,112.33103448275862,162.33103448275864,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G92594,2023,Fort Nelson Fire Zone,2000,2024,151.98340248962654,201.98340248962654,61,0,0,True,False,False,False,,,2023-09-12,59.94424,-127.74392,,,,,,,,,,,
2023_G92729,2023,Fort Nelson Fire Zone,2000,2024,121.99367088607595,171.99367088607596,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G92940,2023,Fort Nelson Fire Zone,2000,2024,156.3385377409282,206.3385377409282,13618,3042,2020,True,True,True,True,2024_G90228,0.0,2023-10-20,59.33907,-122.03725,2024-06-21,59.18334,-121.36919,245.0,16.66146225907181,,False,,2024-05-28 00:00:00,24.0,Lightning
2023_G92947,2023,Fort Nelson Fire Zone,2000,2024,170.6826171875,220.6826171875,670,53,53,True,True,True,True,2024_G90741,0.0,2023-10-20,59.22654,-127.93846,2024-07-08,59.26954,-127.91462,262.0,19.3173828125,,False,,2024-01-01 00:00:00,189.0,Lightning
2023_G93102,2023,Fort Nelson Fire Zone,2000,2024,94.66923076923077,144.66923076923075,3,0,0,True,False,False,False,,,2023-09-02,59.86836,-121.92152,,,,,,,,,,,
2023_G93103,2023,Fort Nelson Fire Zone,2000,2024,146.6,196.6,8,1,1,True,True,True,True,2024_G90228,0.0,2023-09-17,59.24878,-120.42734,2024-07-14,59.25664,-120.41652,301.0,49.400000000000006,,False,,2024-05-22 00:00:00,53.0,Lightning
2023_G93120,2023,Fort Nelson Fire Zone,2000,2024,184.38297872340425,234.38297872340425,9,0,0,True,False,False,False,,,2023-09-10,58.76958,-127.70901,,,,,,,,,,,
2023_G93240,2023,Fort Nelson Fire Zone,2000,2024,144.48695652173913,194.48695652173913,1,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2023_G93291,2023,Fort Nelson Fire Zone,2000,2024,152.1715909090909,202.1715909090909,694,241,241,True,True,True,True,2024_G90228,0.0,2023-09-23,59.54778,-121.88457,2024-06-21,59.53287,-121.92378,272.0,20.828409090909105,,False,,2024-01-01 00:00:00,172.0,Lightning
2023_G93345,2023,Fort Nelson Fire Zone,2000,2024,152.86776859504133,202.86776859504133,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80016,2024,Fort St. John Fire Zone,2000,2025,102.0618556701031,152.0618556701031,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80036,2024,Fort St. John Fire Zone,2000,2025,64.93805309734513,114.93805309734513,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80062,2024,Fort St. John Fire Zone,2000,2025,55.4537037037037,105.4537037037037,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80071,2024,Fort St. John Fire Zone,2000,2025,124.88775510204081,174.8877551020408,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80155,2024,Fort St. John Fire Zone,2000,2025,130.712,180.712,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80162,2024,Fort St. John Fire Zone,2000,2025,111.77083333333333,161.77083333333331,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80187,2024,Fort St. John Fire Zone,2000,2025,136.78125,186.78125,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80188,2024,Fort St. John Fire Zone,2000,2025,137.3109756097561,187.3109756097561,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80189,2024,Fort St. John Fire Zone,2000,2025,131.5593220338983,181.5593220338983,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80262,2024,Fort St. John Fire Zone,2000,2025,131.1067463706234,181.1067463706234,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80270,2024,both,2000,2025,135.29216440575016,185.29216440575016,2,579,579,True,True,True,True,2025_G80396,0.0,2024-08-12,58.25813,-121.61767,2025-05-29,58.02773,-121.6817,290.0,13.707835594249843,,False,,2025-01-01 00:00:00,148.0,
2024_G80273,2024,Fort St. John Fire Zone,2000,2025,121.24778761061947,171.24778761061947,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80286,2024,both,2000,2025,130.19365284974094,180.19365284974094,52,26,26,True,True,True,False,2025_G90428,0.0,2024-08-17,58.29363,-120.24813,2025-05-29,58.32924,-120.23764,285.0,18.806347150259057,lightning_strike,True,,2025-05-26 00:00:00,3.0,
2024_G80305,2024,Fort St. John Fire Zone,2000,2025,124.16964285714286,174.16964285714286,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80315,2024,Fort St. John Fire Zone,2000,2025,118.82142857142857,168.82142857142856,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80419,2024,Fort St. John Fire Zone,2000,2025,162.16071428571428,212.16071428571428,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80424,2024,Fort St. John Fire Zone,2000,2025,103.16216216216216,153.16216216216216,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80426,2024,Fort St. John Fire Zone,2000,2025,130.48735244519392,180.48735244519392,0,227,0,False,True,False,False,,,,,,,,,,,,,,,,
2024_G80428,2024,Fort St. John Fire Zone,2000,2025,109.31372549019608,159.31372549019608,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80447,2024,Fort St. John Fire Zone,2000,2025,101.72527472527473,151.72527472527474,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80467,2024,Fort St. John Fire Zone,2000,2025,118.95192307692308,168.9519230769231,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80468,2024,Fort St. John Fire Zone,2000,2025,118.81981981981981,168.81981981981983,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80549,2024,Fort St. John Fire Zone,2000,2025,135.67904903417534,185.67904903417534,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80648,2024,Fort St. John Fire Zone,2000,2025,132.71851851851852,182.71851851851852,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80733,2024,Fort St. John Fire Zone,2000,2025,120.60576923076923,170.60576923076923,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G80854,2024,Fort St. John Fire Zone,2000,2025,142.27417027417027,192.27417027417027,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G81281,2024,Fort St. John Fire Zone,2000,2025,153.48461538461538,203.48461538461538,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G81369,2024,Fort St. John Fire Zone,2000,2025,103.08947368421053,153.08947368421053,1,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G82080,2024,Fort St. John Fire Zone,2000,2025,125.50381679389314,175.50381679389312,1,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G82565,2024,Fort St. John Fire Zone,2000,2025,99.63963963963964,149.63963963963965,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90228,2024,both,2000,2025,134.39140251539044,184.39140251539044,6255,2922,2821,True,True,True,False,2025_G90216,0.0,2024-10-09,59.64983,-121.70879,2025-05-28,59.71661,-121.57314,231.0,13.608597484609561,lightning_strike,True,,2025-05-20 18:00:00,7.0,
2024_G90230,2024,Fort Nelson Fire Zone,2000,2025,140.26760563380282,190.26760563380282,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90267,2024,Fort Nelson Fire Zone,2000,2025,133.51666666666668,183.51666666666668,2,0,0,True,False,False,False,,,2024-09-04,58.78411,-122.89472,,,,,,,,,,,
2024_G90399,2024,Fort Nelson Fire Zone,2000,2025,144.3557934508816,194.3557934508816,1907,436,431,True,True,True,True,2025_G90382,0.0,2024-09-24,59.37202,-120.48478,2025-06-07,59.38004,-120.42548,256.0,13.644206549118394,,False,,2025-05-19 00:00:00,19.0,
2024_G90548,2024,Fort Nelson Fire Zone,2000,2025,149.14754098360655,199.14754098360655,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90637,2024,Fort Nelson Fire Zone,2000,2025,105.05504587155963,155.05504587155963,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90683,2024,Fort Nelson Fire Zone,2000,2025,137.5,187.5,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90686,2024,Fort Nelson Fire Zone,2000,2025,129.23715012722647,179.23715012722647,1446,576,576,True,True,True,True,2025_G90216,0.0,2024-10-15,59.8187,-121.67744,2025-06-06,59.89434,-121.92774,234.0,27.76284987277353,,False,,2025-05-20 21:00:00,16.0,
2024_G90713,2024,Fort Nelson Fire Zone,2000,2025,128.33910034602076,178.33910034602076,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90734,2024,Fort Nelson Fire Zone,2000,2025,141.1487603305785,191.1487603305785,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90741,2024,Fort Nelson Fire Zone,2000,2025,153.33333333333334,203.33333333333334,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90765,2024,Fort Nelson Fire Zone,2000,2025,145.50714285714287,195.50714285714287,157,0,0,True,False,False,False,,,2024-09-19,59.76328,-123.95113,,,,,,,,,,,
2024_G90777,2024,Fort Nelson Fire Zone,2000,2025,118.83665338645419,168.8366533864542,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90849,2024,Fort Nelson Fire Zone,2000,2025,98.25225225225225,148.25225225225225,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90917,2024,Fort Nelson Fire Zone,2000,2025,144.06542056074767,194.06542056074767,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G90939,2024,Fort Nelson Fire Zone,2000,2025,148.48234793704808,198.48234793704808,4593,0,0,True,False,False,False,,,2024-09-19,59.2341,-128.12117,,,,,,,,,,,
2024_G90992,2024,Fort Nelson Fire Zone,2000,2025,114.51063829787235,164.51063829787233,8,0,0,True,False,False,False,,,2024-10-13,58.19838,-124.52435,,,,,,,,,,,
2024_G90994,2024,Fort Nelson Fire Zone,2000,2025,143.12847222222223,193.12847222222223,47,0,0,True,False,False,False,,,2024-08-12,59.08501,-122.33284,,,,,,,,,,,
2024_G91018,2024,Fort Nelson Fire Zone,2000,2025,179.57553956834533,229.57553956834533,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G91031,2024,Fort Nelson Fire Zone,2000,2025,157.6877192982456,207.6877192982456,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G91033,2024,Fort Nelson Fire Zone,2000,2025,132.01639344262296,182.01639344262296,75,26,26,True,True,True,True,2025_G90463,0.0,2024-10-06,59.7277,-124.15654,2025-06-09,59.71669,-124.11932,246.0,27.983606557377044,,False,,2025-05-03 03:00:00,36.0,
2024_G91104,2024,Fort Nelson Fire Zone,2000,2025,150.17258883248732,200.17258883248732,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G91714,2024,Fort Nelson Fire Zone,2000,2025,146.21513944223108,196.21513944223108,583,701,701,True,True,True,True,2025_G90463,0.0,2024-10-12,59.71649,-124.08812,2025-06-01,59.70112,-124.09443,232.0,5.784860557768923,,False,,2025-05-19 21:00:00,12.0,
2024_G91790,2024,Fort Nelson Fire Zone,2000,2025,161.36170212765958,211.36170212765958,122,0,0,True,False,False,False,,,2024-08-20,59.51382,-127.24293,,,,,,,,,,,
2024_G91977,2024,Fort Nelson Fire Zone,2000,2025,139.02797202797203,189.02797202797203,2,0,0,True,False,False,False,,,2024-08-10,59.08801,-122.76985,,,,,,,,,,,
2024_G92253,2024,Fort Nelson Fire Zone,2000,2025,148.14597701149424,198.14597701149424,1304,0,0,True,False,False,False,,,2024-09-30,59.47643,-122.7185,,,,,,,,,,,
2024_G92307,2024,Fort Nelson Fire Zone,2000,2025,141.8706896551724,191.8706896551724,0,0,0,False,False,False,False,,,,,,,,,,,,,,,,
2024_G92309,2024,Fort Nelson Fire Zone,2000,2025,125.17272727272727,175.1727272727273,2,0,0,True,False,False,False,,,2024-09-10,59.70692,-124.22129,,,,,,,,,,,
2024_G92310,2024,Fort Nelson Fire Zone,2000,2025,136.64423076923077,186.64423076923077,2,0,0,True,False,False,False,,,2024-09-18,59.65565,-124.16904,,,,,,,,,,,
2024_G92348,2024,Fort Nelson Fire Zone,2000,2025,162.87746170678338,212.87746170678338,388,0,0,True,False,False,False,,,2024-09-12,59.14144,-127.90025,,,,,,,,,,,
2024_G92424,2024,Fort Nelson Fire Zone,2000,2025,106.12345679012346,156.12345679012344,55,0,0,True,False,False,False,,,2024-10-12,59.84968,-123.9027,,,,,,,,,,,
